账号序号	日期	序号	名称	折扣	是否购买	剩余信用
0	2023-11-14	0	聚酸酯	75	True	40
0	2023-11-14	1	异铁	50	True	40
0	2023-11-14	2	龙门币大	50	True	40
0	2023-11-14	3	技巧概要·卷2	50	True	40
0	2023-11-14	4	招聘许可	50	True	40
0	2023-11-14	5	技巧概要·卷2	50	True	40
0	2023-11-14	6	加急许可	50	False	40
0	2023-11-14	7	技巧概要·卷2	0	False	40
0	2023-11-14	8	招聘许可	0	True	40
0	2023-11-14	9	家具零件大	0	False	40
0	2023-11-15	0	固源岩	75	True	240
0	2023-11-15	1	招聘许可	50	True	240
0	2023-11-15	2	基础作战记录	50	True	240
0	2023-11-15	3	龙门币大	50	True	240
0	2023-11-15	4	基础作战记录	50	True	240
0	2023-11-15	5	异铁	50	True	240
0	2023-11-15	6	碳	50	True	240
0	2023-11-15	7	异铁	0	True	240
0	2023-11-15	8	碳素	0	False	240
0	2023-11-15	9	招聘许可	0	True	240
0	2023-11-16	0	异铁	75	True	150
0	2023-11-16	1	装置	50	True	150
0	2023-11-16	2	招聘许可	50	True	150
0	2023-11-16	3	异铁	50	True	150
0	2023-11-16	4	龙门币大	50	True	150
0	2023-11-16	5	加急许可	50	False	150
0	2023-11-16	6	酮凝集	0	True	150
0	2023-11-16	7	装置	0	True	150
0	2023-11-16	8	招聘许可	0	True	150
0	2023-11-16	9	聚酸酯	0	False	150
0	2023-11-17	0	装置	75	True	220
0	2023-11-17	1	糖	75	True	220
0	2023-11-17	2	糖	50	True	220
0	2023-11-17	3	代糖	50	True	220
0	2023-11-17	4	招聘许可	50	True	220
0	2023-11-17	5	聚酸酯	0	True	220
0	2023-11-17	6	技巧概要·卷2	0	True	220
0	2023-11-17	7	酮凝集	0	False	220
0	2023-11-17	8	招聘许可	0	True	220
0	2023-11-17	9	赤金	0	False	220
0	2023-11-18	0	酮凝集	75	True	170
0	2023-11-18	1	异铁	50	True	170
0	2023-11-18	2	家具零件大	50	False	170
0	2023-11-18	3	家具零件大	50	False	170
0	2023-11-18	4	装置	50	True	170
0	2023-11-18	5	龙门币大	50	True	170
0	2023-11-18	6	龙门币小	0	True	170
0	2023-11-18	7	酮凝集	0	True	170
0	2023-11-18	8	聚酸酯	0	True	170
0	2023-11-18	9	技巧概要·卷2	0	False	170
0	2023-11-19	0	技巧概要·卷2	75	True	80
0	2023-11-19	1	技巧概要·卷2	50	True	80
0	2023-11-19	2	固源岩	50	True	80
0	2023-11-19	3	异铁	50	True	80
0	2023-11-19	4	赤金	50	True	80
0	2023-11-19	5	碳素	50	False	80
0	2023-11-19	6	技巧概要·卷2	50	True	80
0	2023-11-19	7	家具零件大	0	False	80
0	2023-11-19	8	装置	0	True	80
0	2023-11-19	9	龙门币大	0	False	80
0	2023-11-20	0	加急许可	75	False	160
0	2023-11-20	1	聚酸酯	75	True	160
0	2023-11-20	2	招聘许可	50	True	160
0	2023-11-20	3	酮凝集	50	True	160
0	2023-11-20	4	招聘许可	50	True	160
0	2023-11-20	5	初级作战记录	0	True	160
0	2023-11-20	6	家具零件大	0	False	160
0	2023-11-20	7	异铁	0	True	160
0	2023-11-20	8	聚酸酯	0	True	160
0	2023-11-20	9	家具零件大	0	False	160
0	2023-11-21	0	碳素	75	True	290
0	2023-11-21	1	异铁	50	True	290
0	2023-11-21	2	碳素	50	True	290
0	2023-11-21	3	龙门币大	50	True	290
0	2023-11-21	4	龙门币大	50	True	290
0	2023-11-21	5	碳素	50	True	290
0	2023-11-21	6	加急许可	50	False	290
0	2023-11-21	7	赤金	0	True	290
0	2023-11-21	8	加急许可	0	False	290
0	2023-11-21	9	碳素	0	False	290
0	2023-11-22	0	家具零件大	75	True	280
0	2023-11-22	1	技巧概要·卷2	50	True	280
0	2023-11-22	2	加急许可	50	True	280
0	2023-11-22	3	装置	50	True	280
0	2023-11-22	4	加急许可	50	True	280
0	2023-11-22	5	加急许可	50	True	280
0	2023-11-22	6	加急许可	0	False	280
0	2023-11-22	7	固源岩	0	True	280
0	2023-11-22	8	招聘许可	0	True	280
0	2023-11-22	9	赤金	0	True	280
0	2023-11-23	0	聚酸酯	75	True	270
0	2023-11-23	1	异铁	50	True	270
0	2023-11-23	2	碳素	50	True	270
0	2023-11-23	3	加急许可	50	True	270
0	2023-11-23	4	家具零件大	50	True	270
0	2023-11-23	5	赤金	50	True	270
0	2023-11-23	6	碳素	50	True	270
0	2023-11-23	7	碳素	0	False	270
0	2023-11-23	8	碳素	0	False	270
0	2023-11-23	9	聚酸酯	0	True	270
0	2023-11-24	0	招聘许可	75	True	230
0	2023-11-24	1	家具零件大	75	False	230
0	2023-11-24	2	碳素	50	False	230
0	2023-11-24	3	碳素	50	False	230
0	2023-11-24	4	糖	50	True	230
0	2023-11-24	5	赤金	0	True	230
0	2023-11-24	6	固源岩	0	True	230
0	2023-11-24	7	招聘许可	0	True	230
0	2023-11-24	8	固源岩	0	True	230
0	2023-11-24	9	装置	0	True	230
0	2023-11-25	0	碳素	75	False	250
0	2023-11-25	1	装置	50	True	250
0	2023-11-25	2	代糖	50	True	250
0	2023-11-25	3	固源岩	50	True	250
0	2023-11-25	4	初级作战记录	50	True	250
0	2023-11-25	5	加急许可	50	False	250
0	2023-11-25	6	碳素	50	False	250
0	2023-11-25	7	糖	0	True	250
0	2023-11-25	8	招聘许可	0	True	250
0	2023-11-25	9	酮凝集	0	True	250
0	2023-11-26	0	初级作战记录	75	True	290
0	2023-11-26	1	源岩	50	True	290
0	2023-11-26	2	碳素	50	True	290
0	2023-11-26	3	加急许可	50	True	290
0	2023-11-26	4	固源岩	50	True	290
0	2023-11-26	5	赤金	50	True	290
0	2023-11-26	6	加急许可	0	False	290
0	2023-11-26	7	聚酸酯	0	True	290
0	2023-11-26	8	加急许可	0	False	290
0	2023-11-26	9	赤金	0	True	290
0	2023-11-27	0	碳素	75	True	270
0	2023-11-27	1	加急许可	50	True	270
0	2023-11-27	2	赤金	50	True	270
0	2023-11-27	3	碳素	50	False	270
0	2023-11-27	4	加急许可	50	False	270
0	2023-11-27	5	糖	50	True	270
0	2023-11-27	6	装置	0	True	270
0	2023-11-27	7	赤金	0	True	270
0	2023-11-27	8	固源岩	0	True	270
0	2023-11-27	9	糖	0	True	270
0	2023-11-28	0	酮凝集	75	True	100
0	2023-11-28	1	装置	50	True	100
0	2023-11-28	2	加急许可	50	False	100
0	2023-11-28	3	招聘许可	50	True	100
0	2023-11-28	4	初级作战记录	50	True	100
0	2023-11-28	5	加急许可	50	False	100
0	2023-11-28	6	加急许可	0	False	100
0	2023-11-28	7	酮凝集	0	True	100
0	2023-11-28	8	招聘许可	0	True	100
0	2023-11-28	9	初级作战记录	0	False	100
0	2023-11-29	0	家具零件大	75	True	280
0	2023-11-29	1	技巧概要·卷2	50	True	280
0	2023-11-29	2	招聘许可	50	True	280
0	2023-11-29	3	招聘许可	50	True	280
0	2023-11-29	4	装置	50	True	280
0	2023-11-29	5	技巧概要·卷1	50	True	280
0	2023-11-29	6	赤金	50	True	280
0	2023-11-29	7	加急许可	0	False	280
0	2023-11-29	8	招聘许可	0	True	280
0	2023-11-29	9	酯原料	0	True	280
0	2023-11-30	0	固源岩	75	True	80
0	2023-11-30	1	技巧概要·卷1	50	True	80
0	2023-11-30	2	家具零件大	50	False	80
0	2023-11-30	3	装置	50	True	80
0	2023-11-30	4	聚酸酯	50	True	80
0	2023-11-30	5	招聘许可	50	True	80
0	2023-11-30	6	糖	50	True	80
0	2023-11-30	7	赤金	0	True	80
0	2023-11-30	8	异铁	0	True	80
0	2023-11-30	9	装置	0	True	80
0	2023-12-01	0	加急许可	75	False	80
0	2023-12-01	1	初级作战记录	75	True	80
0	2023-12-01	2	赤金	50	True	80
0	2023-12-01	3	技巧概要·卷2	50	True	80
0	2023-12-01	4	装置	50	True	80
0	2023-12-01	5	糖	0	True	80
0	2023-12-01	6	装置	0	True	80
0	2023-12-01	7	加急许可	0	False	80
0	2023-12-01	8	装置	0	True	80
0	2023-12-01	9	装置	0	True	80
0	2023-12-02	0	聚酸酯	75	True	60
0	2023-12-02	1	酮凝集	50	True	60
0	2023-12-02	2	装置	50	True	60
0	2023-12-02	3	赤金	50	True	60
0	2023-12-02	4	加急许可	50	False	60
0	2023-12-02	5	装置	50	True	60
0	2023-12-02	6	初级作战记录	50	True	60
0	2023-12-02	7	技巧概要·卷2	0	True	60
0	2023-12-02	8	招聘许可	0	True	60
0	2023-12-02	9	初级作战记录	0	False	60
0	2023-12-03	0	碳素	75	False	100
0	2023-12-03	1	加急许可	50	False	100
0	2023-12-03	2	赤金	50	True	100
0	2023-12-03	3	酮凝集	50	True	100
0	2023-12-03	4	固源岩	50	True	100
0	2023-12-03	5	装置	50	True	100
0	2023-12-03	6	赤金	0	True	100
0	2023-12-03	7	龙门币大	0	True	100
0	2023-12-03	8	龙门币大	0	True	100
0	2023-12-03	9	固源岩	0	False	100
0	2023-12-04	0	家具零件大	75	True	320
0	2023-12-04	1	赤金	50	True	320
0	2023-12-04	2	固源岩	50	True	320
0	2023-12-04	3	加急许可	50	False	320
0	2023-12-04	4	家具零件大	50	False	320
0	2023-12-04	5	固源岩	50	True	320
0	2023-12-04	6	赤金	50	True	320
0	2023-12-04	7	家具零件大	0	False	320
0	2023-12-04	8	聚酸酯	0	True	320
0	2023-12-04	9	加急许可	0	False	320
0	2023-12-05	0	碳素	75	True	320
0	2023-12-05	1	装置	50	True	320
0	2023-12-05	2	招聘许可	50	True	320
0	2023-12-05	3	碳素	50	True	320
0	2023-12-05	4	加急许可	50	False	320
0	2023-12-05	5	碳素	50	True	320
0	2023-12-05	6	技巧概要·卷2	50	True	320
0	2023-12-05	7	赤金	0	True	320
0	2023-12-05	8	赤金	0	True	320
0	2023-12-05	9	异铁碎片	0	True	320
0	2023-12-06	0	技巧概要·卷2	75	True	180
0	2023-12-06	1	技巧概要·卷2	50	True	180
0	2023-12-06	2	赤金	50	True	180
0	2023-12-06	3	固源岩	50	True	180
0	2023-12-06	4	源岩	50	True	180
0	2023-12-06	5	聚酸酯	50	True	180
0	2023-12-06	6	酮凝集	0	True	180
0	2023-12-06	7	聚酸酯	0	True	180
0	2023-12-06	8	装置	0	True	180
0	2023-12-06	9	赤金	0	False	180
0	2023-12-07	0	赤金	75	False	540
0	2023-12-07	1	龙门币大	75	False	540
0	2023-12-07	2	异铁	50	False	540
0	2023-12-07	3	技巧概要·卷2	50	False	540
0	2023-12-07	4	聚酸酯	50	False	540
0	2023-12-07	5	糖	0	False	540
0	2023-12-07	6	装置	0	False	540
0	2023-12-07	7	赤金	0	False	540
0	2023-12-07	8	装置	0	False	540
0	2023-12-07	9	装置	0	False	540
0	2023-12-08	0	装置	75	True	130
0	2023-12-08	1	装置	75	True	130
0	2023-12-08	2	固源岩	50	True	130
0	2023-12-08	3	聚酸酯	50	True	130
0	2023-12-08	4	加急许可	50	False	130
0	2023-12-08	5	聚酸酯	0	True	130
0	2023-12-08	6	酯原料	0	True	130
0	2023-12-08	7	初级作战记录	0	False	130
0	2023-12-08	8	装置	0	True	130
0	2023-12-08	9	固源岩	0	False	130
0	2023-12-09	0	赤金	75	True	156
0	2023-12-09	1	龙门币大	99	True	156
0	2023-12-09	2	初级作战记录	99	True	156
0	2023-12-09	3	招聘许可	75	True	156
0	2023-12-09	4	家具零件大	0	False	156
0	2023-12-09	5	赤金	0	True	156
0	2023-12-09	6	招聘许可	0	True	156
0	2023-12-09	7	招聘许可	0	True	156
0	2023-12-09	8	聚酸酯	0	True	156
0	2023-12-09	9	技巧概要·卷2	0	True	156
0	2023-12-10	0	酯原料	75	False	216
0	2023-12-10	1	酮凝集	75	False	216
0	2023-12-10	2	龙门币小	50	False	216
0	2023-12-10	3	家具零件小	50	False	216
0	2023-12-10	4	碳	50	False	216
0	2023-12-10	5	糖	0	False	216
0	2023-12-10	6	加急许可	0	False	216
0	2023-12-10	7	家具零件大	0	False	216
0	2023-12-10	8	聚酸酯	0	False	216
0	2023-12-10	9	技巧概要·卷2	0	False	216
0	2023-12-11	0	装置	75	True	271
0	2023-12-11	1	碳素	75	True	271
0	2023-12-11	2	糖	50	True	271
0	2023-12-11	3	赤金	50	True	271
0	2023-12-11	4	碳素	50	True	271
0	2023-12-11	5	招聘许可	0	True	271
0	2023-12-11	6	装置	0	True	271
0	2023-12-11	7	碳素	0	False	271
0	2023-12-11	8	聚酸酯	0	True	271
0	2023-12-11	9	加急许可	0	False	271
0	2023-12-12	0	加急许可	75	False	311
0	2023-12-12	1	家具零件大	75	True	311
0	2023-12-12	2	异铁	50	True	311
0	2023-12-12	3	装置	50	True	311
0	2023-12-12	4	固源岩	50	True	311
0	2023-12-12	5	家具零件大	0	False	311
0	2023-12-12	6	装置	0	True	311
0	2023-12-12	7	碳素	0	False	311
0	2023-12-12	8	龙门币大	0	True	311
0	2023-12-12	9	装置	0	True	311
0	2023-12-13	0	家具零件大	75	True	290
0	2023-12-13	1	招聘许可	50	True	290
0	2023-12-13	2	酮凝集	50	True	290
0	2023-12-13	3	装置	50	True	290
0	2023-12-13	4	技巧概要·卷1	50	True	290
0	2023-12-13	5	聚酸酯	50	True	290
0	2023-12-13	6	双酮	50	True	290
0	2023-12-13	7	家具零件大	0	False	290
0	2023-12-13	8	龙门币大	0	True	290
0	2023-12-13	9	装置	0	True	290
0	2023-12-14	0	碳素	75	False	90
0	2023-12-14	1	技巧概要·卷2	50	True	90
0	2023-12-14	2	聚酸酯	50	True	90
0	2023-12-14	3	招聘许可	50	True	90
0	2023-12-14	4	固源岩	50	True	90
0	2023-12-14	5	加急许可	50	False	90
0	2023-12-14	6	装置	0	True	90
0	2023-12-14	7	技巧概要·卷2	0	True	90
0	2023-12-14	8	碳素	0	False	90
0	2023-12-14	9	家具零件大	0	False	90
0	2023-12-15	0	聚酸酯	75	False	250
0	2023-12-15	1	加急许可	50	False	250
0	2023-12-15	2	聚酸酯	50	False	250
0	2023-12-15	3	招聘许可	50	False	250
0	2023-12-15	4	技巧概要·卷2	50	False	250
0	2023-12-15	5	龙门币大	50	False	250
0	2023-12-15	6	赤金	50	False	250
0	2023-12-15	7	加急许可	0	False	250
0	2023-12-15	8	糖	0	False	250
0	2023-12-15	9	异铁	0	False	250
0	2023-12-16	0	聚酸酯	75	True	20
0	2023-12-16	1	基础作战记录	50	True	20
0	2023-12-16	2	酮凝集	50	True	20
0	2023-12-16	3	赤金	50	True	20
0	2023-12-16	4	聚酸酯	50	True	20
0	2023-12-16	5	装置	50	True	20
0	2023-12-16	6	异铁	50	True	20
0	2023-12-16	7	聚酸酯	0	True	20
0	2023-12-16	8	赤金	0	False	20
0	2023-12-16	9	酮凝集	0	True	20
0	2023-12-17	0	碳素	75	True	80
0	2023-12-17	1	加急许可	50	False	80
0	2023-12-17	2	酮凝集	50	True	80
0	2023-12-17	3	家具零件大	50	False	80
0	2023-12-17	4	技巧概要·卷2	50	True	80
0	2023-12-17	5	装置	50	True	80
0	2023-12-17	6	龙门币大	0	True	80
0	2023-12-17	7	加急许可	0	False	80
0	2023-12-17	8	技巧概要·卷2	0	True	80
0	2023-12-17	9	聚酸酯	0	True	80
0	2023-12-18	0	初级作战记录	75	True	240
0	2023-12-18	1	碳素	50	True	240
0	2023-12-18	2	招聘许可	50	True	240
0	2023-12-18	3	加急许可	50	False	240
0	2023-12-18	4	招聘许可	50	True	240
0	2023-12-18	5	加急许可	50	False	240
0	2023-12-18	6	糖	0	True	240
0	2023-12-18	7	装置	0	True	240
0	2023-12-18	8	家具零件大	0	False	240
0	2023-12-18	9	赤金	0	False	240
0	2023-12-19	0	加急许可	75	False	170
0	2023-12-19	1	糖	75	True	170
0	2023-12-19	2	酮凝集	50	True	170
0	2023-12-19	3	酮凝集	50	True	170
0	2023-12-19	4	代糖	50	True	170
0	2023-12-19	5	技巧概要·卷2	50	True	170
0	2023-12-19	6	源岩	0	True	170
0	2023-12-19	7	聚酸酯	0	True	170
0	2023-12-19	8	加急许可	0	False	170
0	2023-12-19	9	聚酸酯	0	True	170
0	2023-12-20	0	招聘许可	75	False	310
0	2023-12-20	1	聚酸酯	75	False	310
0	2023-12-20	2	聚酸酯	50	False	310
0	2023-12-20	3	家具零件大	50	False	310
0	2023-12-20	4	固源岩	50	False	310
0	2023-12-20	5	招聘许可	0	False	310
0	2023-12-20	6	固源岩	0	False	310
0	2023-12-20	7	赤金	0	False	310
0	2023-12-20	8	招聘许可	0	False	310
0	2023-12-20	9	技巧概要·卷2	0	False	310
0	2023-12-21	0	初级作战记录	75	True	10
0	2023-12-21	1	龙门币大	50	True	10
0	2023-12-21	2	赤金	50	True	10
0	2023-12-21	3	固源岩	50	True	10
0	2023-12-21	4	代糖	50	True	10
0	2023-12-21	5	糖	50	True	10
0	2023-12-21	6	技巧概要·卷2	50	True	10
0	2023-12-21	7	装置	0	True	10
0	2023-12-21	8	龙门币大	0	True	10
0	2023-12-21	9	装置	0	True	10
0	2023-12-22	0	装置	75	True	140
0	2023-12-22	1	加急许可	75	False	140
0	2023-12-22	2	聚酸酯	50	False	140
0	2023-12-22	3	龙门币大	50	True	140
0	2023-12-22	4	家具零件大	50	False	140
0	2023-12-22	5	代糖	0	True	140
0	2023-12-22	6	初级作战记录	0	True	140
0	2023-12-22	7	异铁	0	False	140
0	2023-12-22	8	破损装置	0	False	140
0	2023-12-22	9	酮凝集	0	False	140
0	2023-12-23	0	加急许可	75	False	100
0	2023-12-23	1	赤金	75	True	100
0	2023-12-23	2	异铁碎片	50	True	100
0	2023-12-23	3	加急许可	50	False	100
0	2023-12-23	4	赤金	50	True	100
0	2023-12-23	5	龙门币小	0	True	100
0	2023-12-23	6	招聘许可	0	True	100
0	2023-12-23	7	固源岩	0	True	100
0	2023-12-23	8	聚酸酯	0	True	100
0	2023-12-23	9	异铁碎片	0	False	100
0	2023-12-24	0	赤金	75	True	140
0	2023-12-24	1	聚酸酯	75	True	140
0	2023-12-24	2	加急许可	50	False	140
0	2023-12-24	3	酮凝集	50	True	140
0	2023-12-24	4	赤金	50	True	140
0	2023-12-24	5	初级作战记录	0	True	140
0	2023-12-24	6	碳素	0	False	140
0	2023-12-24	7	家具零件大	0	False	140
0	2023-12-24	8	装置	0	True	140
0	2023-12-24	9	固源岩	0	False	140
0	2023-12-25	0	聚酸酯	75	True	260
0	2023-12-25	1	技巧概要·卷2	50	True	260
0	2023-12-25	2	酮凝集	50	True	260
0	2023-12-25	3	装置	50	True	260
0	2023-12-25	4	加急许可	50	False	260
0	2023-12-25	5	加急许可	50	False	260
0	2023-12-25	6	技巧概要·卷2	0	True	260
0	2023-12-25	7	装置	0	True	260
0	2023-12-25	8	家具零件大	0	False	260
0	2023-12-25	9	赤金	0	True	260
0	2023-12-26	0	聚酸酯	75	True	100
0	2023-12-26	1	技巧概要·卷2	50	True	100
0	2023-12-26	2	赤金	50	True	100
0	2023-12-26	3	碳素	50	False	100
0	2023-12-26	4	异铁	50	True	100
0	2023-12-26	5	双酮	50	True	100
0	2023-12-26	6	初级作战记录	0	True	100
0	2023-12-26	7	异铁	0	False	100
0	2023-12-26	8	酮凝集	0	True	100
0	2023-12-26	9	酮凝集	0	True	100
0	2023-12-27	0	聚酸酯	75	True	120
0	2023-12-27	1	技巧概要·卷2	50	True	120
0	2023-12-27	2	糖	50	True	120
0	2023-12-27	3	龙门币大	50	True	120
0	2023-12-27	4	加急许可	50	False	120
0	2023-12-27	5	初级作战记录	50	True	120
0	2023-12-27	6	加急许可	50	False	120
0	2023-12-27	7	装置	0	True	120
0	2023-12-27	8	龙门币大	0	True	120
0	2023-12-27	9	基础作战记录	0	True	120
0	2023-12-28	0	技巧概要·卷1	75	True	200
0	2023-12-28	1	家具零件小	75	False	200
0	2023-12-28	2	糖	50	True	200
0	2023-12-28	3	加急许可	50	False	200
0	2023-12-28	4	破损装置	50	True	200
0	2023-12-28	5	装置	0	True	200
0	2023-12-28	6	家具零件大	0	False	200
0	2023-12-28	7	家具零件大	0	False	200
0	2023-12-28	8	糖	0	True	200
0	2023-12-28	9	初级作战记录	0	True	200
0	2023-12-29	0	固源岩	75	True	190
0	2023-12-29	1	异铁碎片	50	True	190
0	2023-12-29	2	代糖	50	True	190
0	2023-12-29	3	赤金	50	True	190
0	2023-12-29	4	家具零件大	50	False	190
0	2023-12-29	5	糖	50	True	190
0	2023-12-29	6	碳	0	False	190
0	2023-12-29	7	固源岩	0	True	190
0	2023-12-29	8	龙门币大	0	True	190
0	2023-12-29	9	龙门币大	0	True	190
0	2023-12-30	0	装置	75	True	40
0	2023-12-30	1	赤金	75	True	40
0	2023-12-30	2	装置	50	True	40
0	2023-12-30	3	装置	50	True	40
0	2023-12-30	4	家具零件大	50	False	40
0	2023-12-30	5	聚酸酯	0	True	40
0	2023-12-30	6	固源岩	0	True	40
0	2023-12-30	7	龙门币大	0	True	40
0	2023-12-30	8	加急许可	0	False	40
0	2023-12-30	9	异铁	0	True	40
0	2023-12-31	0	招聘许可	75	True	200
0	2023-12-31	1	加急许可	75	False	200
0	2023-12-31	2	加急许可	50	False	200
0	2023-12-31	3	固源岩	50	True	200
0	2023-12-31	4	装置	50	True	200
0	2023-12-31	5	技巧概要·卷2	0	True	200
0	2023-12-31	6	赤金	0	True	200
0	2023-12-31	7	赤金	0	True	200
0	2023-12-31	8	加急许可	0	False	200
0	2023-12-31	9	加急许可	0	False	200
0	2024-01-01	0	碳素	75	False	330
0	2024-01-01	1	糖	50	False	330
0	2024-01-01	2	技巧概要·卷2	50	False	330
0	2024-01-01	3	招聘许可	50	False	330
0	2024-01-01	4	固源岩	50	False	330
0	2024-01-01	5	加急许可	50	False	330
0	2024-01-01	6	糖	0	False	330
0	2024-01-01	7	异铁	0	False	330
0	2024-01-01	8	碳素	0	False	330
0	2024-01-01	9	技巧概要·卷2	0	False	330
0	2024-01-02	0	加急许可	75	False	30
0	2024-01-02	1	聚酸酯	75	True	30
0	2024-01-02	2	异铁	50	True	30
0	2024-01-02	3	技巧概要·卷2	50	True	30
0	2024-01-02	4	糖	50	True	30
0	2024-01-02	5	固源岩	0	True	30
0	2024-01-02	6	聚酸酯	0	True	30
0	2024-01-02	7	聚酸酯	0	False	30
0	2024-01-02	8	招聘许可	0	True	30
0	2024-01-02	9	异铁	0	False	30
0	2024-01-03	0	龙门币大	99	True	33
0	2024-01-03	1	技巧概要·卷2	75	True	33
0	2024-01-03	2	糖	50	True	33
0	2024-01-03	3	糖	50	True	33
0	2024-01-03	4	赤金	50	True	33
0	2024-01-03	5	固源岩	0	True	33
0	2024-01-03	6	家具零件大	0	False	33
0	2024-01-03	7	碳素	0	False	33
0	2024-01-03	8	糖	0	True	33
0	2024-01-03	9	招聘许可	0	True	33
0	2024-01-04	0	初级作战记录	75	False	173
0	2024-01-04	1	龙门币大	50	False	173
0	2024-01-04	2	招聘许可	50	False	173
0	2024-01-04	3	初级作战记录	50	False	173
0	2024-01-04	4	招聘许可	50	False	173
0	2024-01-04	5	聚酸酯	50	False	173
0	2024-01-04	6	代糖	50	False	173
0	2024-01-04	7	赤金	0	False	173
0	2024-01-04	8	双酮	0	False	173
0	2024-01-04	9	碳素	0	False	173
0	2024-01-05	0	加急许可	75	False	193
0	2024-01-05	1	固源岩	75	True	193
0	2024-01-05	2	聚酸酯	50	True	193
0	2024-01-05	3	初级作战记录	50	True	193
0	2024-01-05	4	碳素	50	False	193
0	2024-01-05	5	聚酸酯	0	True	193
0	2024-01-05	6	固源岩	0	True	193
0	2024-01-05	7	酮凝集	0	True	193
0	2024-01-05	8	糖	0	False	193
0	2024-01-05	9	家具零件大	0	False	193
0	2024-01-06	0	聚酸酯	75	True	93
0	2024-01-06	1	招聘许可	50	True	93
0	2024-01-06	2	加急许可	50	False	93
0	2024-01-06	3	聚酸酯	50	True	93
0	2024-01-06	4	酮凝集	50	True	93
0	2024-01-06	5	招聘许可	50	True	93
0	2024-01-06	6	碳素	50	False	93
0	2024-01-06	7	赤金	0	True	93
0	2024-01-06	8	酮凝集	0	False	93
0	2024-01-06	9	糖	0	False	93
0	2024-01-07	0	初级作战记录	75	False	283
0	2024-01-07	1	招聘许可	50	False	283
0	2024-01-07	2	加急许可	50	False	283
0	2024-01-07	3	固源岩	50	False	283
0	2024-01-07	4	异铁碎片	50	False	283
0	2024-01-07	5	初级作战记录	50	False	283
0	2024-01-07	6	家具零件大	0	False	283
0	2024-01-07	7	龙门币大	0	False	283
0	2024-01-07	8	赤金	0	False	283
0	2024-01-07	9	异铁碎片	0	False	283
0	2024-01-08	0	家具零件大	75	False	303
0	2024-01-08	1	龙门币大	50	False	303
0	2024-01-08	2	糖	50	False	303
0	2024-01-08	3	加急许可	50	False	303
0	2024-01-08	4	招聘许可	50	False	303
0	2024-01-08	5	初级作战记录	50	False	303
0	2024-01-08	6	招聘许可	50	False	303
0	2024-01-08	7	异铁	0	False	303
0	2024-01-08	8	技巧概要·卷2	0	False	303
0	2024-01-08	9	异铁	0	False	303
0	2024-01-09	0	加急许可	75	False	353
0	2024-01-09	1	基础作战记录	75	False	353
0	2024-01-09	2	酮凝集	50	False	353
0	2024-01-09	3	龙门币大	50	False	353
0	2024-01-09	4	龙门币大	50	False	353
0	2024-01-09	5	初级作战记录	0	False	353
0	2024-01-09	6	初级作战记录	0	False	353
0	2024-01-09	7	糖	0	False	353
0	2024-01-09	8	异铁	0	False	353
0	2024-01-09	9	聚酸酯	0	False	353
0	2024-01-10	0	加急许可	75	False	218
0	2024-01-10	1	糖	75	False	218
0	2024-01-10	2	龙门币大	50	False	218
0	2024-01-10	3	加急许可	50	False	218
0	2024-01-10	4	技巧概要·卷2	50	False	218
0	2024-01-10	5	赤金	0	False	218
0	2024-01-10	6	加急许可	0	False	218
0	2024-01-10	7	家具零件大	0	False	218
0	2024-01-10	8	糖	0	False	218
0	2024-01-10	9	招聘许可	0	False	218
0	2024-01-11	0	装置	75	False	363
0	2024-01-11	1	初级作战记录	75	False	363
0	2024-01-11	2	技巧概要·卷2	50	False	363
0	2024-01-11	3	固源岩	50	False	363
0	2024-01-11	4	龙门币大	50	False	363
0	2024-01-11	5	加急许可	0	False	363
0	2024-01-11	6	技巧概要·卷2	0	False	363
0	2024-01-11	7	聚酸酯	0	False	363
0	2024-01-11	8	装置	0	False	363
0	2024-01-11	9	家具零件大	0	False	363
0	2024-01-12	0	固源岩	75	False	298
0	2024-01-12	1	固源岩	50	False	298
0	2024-01-12	2	固源岩	50	False	298
0	2024-01-12	3	家具零件大	50	False	298
0	2024-01-12	4	家具零件大	50	False	298
0	2024-01-12	5	异铁碎片	50	False	298
0	2024-01-12	6	碳素	50	False	298
0	2024-01-12	7	赤金	0	False	298
0	2024-01-12	8	招聘许可	0	False	298
0	2024-01-12	9	装置	0	False	298
0	2024-01-13	0	聚酸酯	75	True	28
0	2024-01-13	1	固源岩	50	True	28
0	2024-01-13	2	加急许可	50	False	28
0	2024-01-13	3	装置	50	True	28
0	2024-01-13	4	酮凝集	50	True	28
0	2024-01-13	5	糖	50	True	28
0	2024-01-13	6	糖	0	True	28
0	2024-01-13	7	龙门币大	0	True	28
0	2024-01-13	8	招聘许可	0	True	28
0	2024-01-13	9	聚酸酯	0	False	28
0	2024-01-14	0	碳素	75	False	118
0	2024-01-14	1	初级作战记录	50	True	118
0	2024-01-14	2	加急许可	50	False	118
0	2024-01-14	3	赤金	50	True	118
0	2024-01-14	4	技巧概要·卷2	50	True	118
0	2024-01-14	5	初级作战记录	50	True	118
0	2024-01-14	6	装置	50	True	118
0	2024-01-14	7	赤金	0	True	118
0	2024-01-14	8	加急许可	0	False	118
0	2024-01-14	9	技巧概要·卷2	0	True	118
0	2024-01-15	0	龙门币大	75	True	108
0	2024-01-15	1	聚酸酯	50	True	108
0	2024-01-15	2	赤金	50	True	108
